time,open,high,low,close,volume,ticker
2019-09-30,26830,27130,26290,26290,1429150,BID
2019-10-01,26290,26690,26290,26690,862420,BID
2019-10-02,26690,27230,26660,26830,1505190,BID
2019-10-03,26560,27530,26530,27530,1939160,BID
2019-10-04,27560,27790,27030,27030,884430,BID
2019-10-07,27290,27290,26690,26960,807180,BID
2019-10-08,26960,27430,26760,27430,650420,BID
2019-10-09,27430,27890,27230,27530,1415560,BID
2019-10-10,27530,27830,27360,27360,1054690,BID
2019-10-11,27360,27490,27160,27230,552640,BID
2019-10-14,27360,27990,27260,27460,1381960,BID
2019-10-15,27360,27730,27360,27630,631810,BID
2019-10-16,27630,27790,27460,27460,650130,BID
2019-10-17,27590,27590,27230,27230,801110,BID
2019-10-18,27230,27230,26690,26760,1225560,BID
2019-10-21,26490,26690,26230,26230,1281520,BID
2019-10-22,26230,26690,26230,26690,566150,BID
2019-10-23,26690,26890,26590,26760,455760,BID
2019-10-24,26760,27030,26530,26890,513170,BID
2019-10-25,26690,27060,26560,26830,968770,BID
2019-10-28,27430,27490,27090,27090,800080,BID
2019-10-29,27290,27290,26690,27090,921380,BID
2019-10-30,27030,27230,26790,26830,760410,BID
2019-10-31,26830,27160,26730,27090,777680,BID
2019-11-01,27030,27430,26890,27360,1180640,BID
2019-11-04,27430,28330,27430,28160,1744250,BID
2019-11-05,28230,28360,28130,28360,898400,BID
2019-11-06,28260,28500,28160,28160,821030,BID
2019-11-07,28510,28850,28160,28710,1105060,BID
2019-11-08,28850,28990,28440,28510,729880,BID
2019-11-11,28470,28920,28370,28510,724450,BID
2019-11-12,28580,29130,28510,29060,1499510,BID
2019-11-13,29130,29610,29130,29610,1804440,BID
2019-11-14,29680,29680,29060,29330,811080,BID
2019-11-15,29440,29470,28990,28990,627650,BID
2019-11-18,28850,29130,28470,28510,958470,BID
2019-11-19,28510,28780,28370,28750,676040,BID
2019-11-20,28920,28920,28470,28680,246520,BID
2019-11-21,28640,28780,28400,28440,611690,BID
2019-11-22,28640,28640,27470,27750,1041320,BID
2019-11-25,27750,28020,27260,27400,822450,BID
2019-11-26,27820,27990,27470,27610,406540,BID
2019-11-27,27680,28580,27680,28160,1060810,BID
2019-11-28,28300,28300,27920,28060,396280,BID
2019-11-29,27950,28230,27950,27950,391620,BID
2019-12-02,27820,27820,27200,27200,702050,BID
2019-12-03,27200,27640,26920,27400,786830,BID
2019-12-04,27400,27990,27330,27850,352310,BID
2019-12-05,27990,28020,27370,27610,393640,BID
2019-12-06,27400,27750,27300,27370,374930,BID
2019-12-09,27610,27610,27370,27610,358570,BID
2019-12-10,27610,27850,27440,27540,415660,BID
2019-12-11,27540,27680,27470,27680,280130,BID
2019-12-12,28020,28300,27750,28300,724090,BID
2019-12-13,28300,28960,28300,28920,1426060,BID
2019-12-16,29130,29160,28640,28920,841690,BID
2019-12-17,28850,28920,28510,28610,580480,BID
2019-12-18,28370,29370,28370,28990,1478200,BID
2019-12-19,29060,29300,28580,29130,702550,BID
2019-12-20,28990,29540,28990,29510,712940,BID
2019-12-23,29510,31030,29510,30890,2442660,BID
2019-12-24,30750,31160,30580,30990,741520,BID
2019-12-25,30440,31230,30440,31200,585450,BID
2019-12-26,31100,31300,30510,30510,525840,BID
2019-12-27,30510,31890,30370,31890,1098010,BID
2019-12-30,31960,32540,31750,31820,872650,BID
2019-12-31,31890,32100,31680,31850,630410,BID
2020-01-02,31750,32580,31680,32369,872620,BID
2020-01-03,32680,32790,32229,32229,603940,BID
2020-01-06,32229,32229,31610,31610,794490,BID
2020-01-07,31610,32229,31200,32229,526890,BID
2020-01-08,31750,33060,31610,32509,1230830,BID
2020-01-09,32960,34440,32860,34270,1573190,BID
2020-01-10,34270,35890,34240,35410,1506410,BID
2020-01-13,34440,35550,34170,34580,544740,BID
2020-01-14,34580,35550,34440,34580,752200,BID
2020-01-15,34440,35410,34440,35200,695290,BID
2020-01-16,35200,37340,35200,37270,1004080,BID
2020-01-17,37340,37690,36650,36930,643490,BID
2020-01-20,36930,37410,36720,36790,761650,BID
2020-01-21,36790,37620,36790,37270,609600,BID
2020-01-22,37270,38520,37130,38310,781390,BID
2020-01-30,37620,37890,35890,36380,1388710,BID
2020-01-31,36100,37000,35550,35550,1154570,BID
2020-02-03,34370,37960,33060,36930,1562560,BID
2020-02-04,37550,37760,37000,37550,1406270,BID
2020-02-05,37890,38100,36930,36930,718710,BID
2020-02-06,36860,37340,36580,36720,1469930,BID
2020-02-07,36380,36790,35620,35690,1501140,BID
2020-02-10,35130,35340,33890,33890,1111680,BID
2020-02-11,33890,35480,33890,35060,917080,BID
2020-02-12,35550,35750,34990,35060,704550,BID
2020-02-13,34990,35200,34440,34790,578820,BID
2020-02-14,34580,34930,34510,34510,627040,BID
2020-02-17,34650,35550,34580,35550,863730,BID
2020-02-18,35820,36310,35550,35890,879430,BID
2020-02-19,35890,35960,35340,35410,372250,BID
2020-02-20,35820,35890,35340,35410,552810,BID
2020-02-21,35410,35410,33650,34170,2619020,BID
2020-02-24,33270,33680,31960,31960,1081210,BID
2020-02-25,31060,33680,31060,33680,878610,BID
2020-02-26,32860,33340,32340,32439,626350,BID
2020-02-27,32439,32920,32060,32509,722680,BID
2020-02-28,31750,32030,31100,31410,972320,BID
2020-03-02,31680,31680,31060,31160,568290,BID
2020-03-03,32299,32960,31540,32369,1016900,BID
2020-03-04,32439,32439,31680,31850,658350,BID
2020-03-05,32130,32610,32100,32200,872610,BID
2020-03-06,31410,32540,31410,32340,555990,BID
2020-03-09,30160,30850,30090,30090,944020,BID
2020-03-10,29330,30370,28510,29270,1366220,BID
2020-03-11,30030,30030,27230,27230,1522030,BID
2020-03-12,25370,26020,25330,25330,1531140,BID
2020-03-13,23570,25330,23570,24160,2330290,BID
2020-03-16,24160,24810,22470,22640,2191590,BID
2020-03-17,21120,23400,21120,23330,1774340,BID
2020-03-18,23470,24500,23430,23850,1743970,BID
2020-03-19,23430,23610,22610,23050,906470,BID
2020-03-20,23190,23500,22710,22850,771320,BID
2020-03-23,21400,22020,21260,21260,2728710,BID
2020-03-24,21400,22050,21190,21810,1227020,BID
2020-03-25,23050,23090,22640,22920,1611980,BID
2020-03-26,22780,23610,22190,22980,1148580,BID
2020-03-27,22850,23300,22360,22780,1128210,BID
2020-03-30,21400,22020,21190,21330,1369430,BID
2020-03-31,22090,22190,20360,21290,1018770,BID
2020-04-01,21330,22780,21260,22160,1190960,BID
2020-04-03,22500,23680,22500,23680,1547020,BID
2020-04-06,24640,25330,24230,25330,1881640,BID
2020-04-07,25880,26020,24850,25540,1793050,BID
2020-04-08,24710,26230,24230,26190,1456160,BID
2020-04-09,26190,26640,25990,26020,1349000,BID
2020-04-10,25750,26090,25330,25470,1198580,BID
2020-04-13,25330,26020,25260,25640,1056950,BID
2020-04-14,25570,25920,24710,25190,1220360,BID
2020-04-15,25330,26020,25330,25750,1107070,BID
2020-04-16,25680,25750,25370,25750,1210270,BID
2020-04-17,26130,26370,25680,25810,1151710,BID
2020-04-20,26160,26230,25500,25610,1371830,BID
2020-04-21,24850,25400,23950,23950,2238980,BID
2020-04-22,22850,25570,22850,24990,1413800,BID
2020-04-23,25540,25680,24920,24990,789930,BID
2020-04-24,25160,25160,24370,24850,592910,BID
2020-04-27,24990,25120,24230,24230,1205680,BID
2020-04-28,24230,24710,23810,24260,589490,BID
2020-04-29,24570,24780,24160,24570,595490,BID
2020-05-04,24570,25120,24230,24370,655630,BID
2020-05-05,24370,24710,24300,24370,427650,BID
2020-05-06,24470,24850,24370,24850,739320,BID
2020-05-07,25060,25950,25060,25920,2524450,BID
2020-05-08,26190,27130,25920,26230,2563570,BID
2020-05-11,26570,26920,26190,26570,1209730,BID
2020-05-12,26440,26680,26190,26610,1645960,BID
2020-05-13,26440,27470,26090,27330,2725900,BID
2020-05-14,26920,27950,26920,27400,1994890,BID
2020-05-15,27470,27680,26500,26640,1909780,BID
2020-05-18,26540,26850,26230,26850,1864370,BID
2020-05-19,27540,27540,26850,26990,1686240,BID
2020-05-20,26920,27130,26570,27020,900670,BID
2020-05-21,27260,27710,27230,27400,2474770,BID
2020-05-22,27400,27610,27130,27130,1140830,BID
2020-05-25,27130,27470,26920,27370,888300,BID
2020-05-26,27440,28990,27440,28990,2954120,BID
2020-05-27,29510,29510,27470,27470,2293240,BID
2020-05-28,27610,28270,27470,28090,1913890,BID
2020-05-29,27890,27950,27470,27680,1669730,BID
2020-06-01,27820,28680,27780,28610,1104330,BID
2020-06-02,28640,28920,27950,27990,1496600,BID
2020-06-03,28230,28440,27950,28300,896130,BID
2020-06-04,28440,29200,28370,28850,2013380,BID
2020-06-05,28850,29130,28470,29060,1216160,BID
2020-06-08,29470,30370,29330,30370,2487930,BID
2020-06-09,30440,30440,29890,29920,1119590,BID
2020-06-10,29750,30440,29330,30030,1297400,BID
2020-06-11,30030,30160,27950,27950,2386670,BID
2020-06-12,27260,29330,27260,29330,1913590,BID
2020-06-15,29200,29200,27540,27540,1503480,BID
2020-06-16,28640,28710,27950,28090,958780,BID
2020-06-17,28090,28370,27510,27820,817560,BID
2020-06-18,27820,28020,27610,27950,629450,BID
2020-06-19,28440,28610,28090,28610,720420,BID
2020-06-22,28640,28890,28160,28510,622920,BID
2020-06-23,28330,28540,27950,28090,1110100,BID
2020-06-24,28090,28440,27750,27820,692090,BID
2020-06-25,27610,27780,27470,27610,791820,BID
2020-06-26,28230,28230,27400,27540,717380,BID
2020-06-29,27130,27260,26500,26570,1334210,BID
2020-06-30,26920,26950,26090,26160,862060,BID
2020-07-01,26160,27200,26160,27060,769310,BID
2020-07-02,27230,27230,26710,26920,501500,BID
2020-07-03,27090,27130,26780,26990,547350,BID
2020-07-06,27200,27750,26990,27680,757690,BID
2020-07-07,27890,28200,27780,28020,1097570,BID
2020-07-08,27950,28090,27610,27990,768660,BID
2020-07-09,27990,28920,27990,28710,1531780,BID
2020-07-10,28440,28750,28130,28640,1030790,BID
2020-07-13,28750,28890,28300,28510,1039520,BID
2020-07-14,28200,28510,28090,28470,990800,BID
2020-07-15,28780,28780,28510,28540,690440,BID
2020-07-16,28540,28580,28300,28540,473290,BID
2020-07-17,28580,28890,28580,28710,1343600,BID
2020-07-20,28780,28820,28160,28160,832370,BID
2020-07-21,28300,28300,27850,28160,374580,BID
2020-07-22,28300,28300,27260,27610,750600,BID
2020-07-23,27610,27920,27370,27510,764300,BID
2020-07-24,27510,27510,26060,26370,1807770,BID
2020-07-27,24850,26090,24540,24540,1545430,BID
2020-07-28,24850,26130,24850,26130,1193550,BID
2020-07-29,25400,25680,24710,25500,725660,BID
2020-07-30,25880,25880,24850,25680,419920,BID
2020-07-31,24850,25710,24850,25300,479890,BID
2020-08-03,25060,25780,25060,25680,646640,BID
2020-08-04,26230,26230,25880,26160,494030,BID
2020-08-05,26090,26920,25950,26750,911970,BID
2020-08-06,26680,26850,26370,26400,597260,BID
2020-08-07,26400,26640,26190,26300,532060,BID
2020-08-10,26540,26710,26300,26300,534820,BID
2020-08-11,26470,26640,26300,26570,780760,BID
2020-08-12,26640,27160,26640,27060,963310,BID
2020-08-13,27260,27400,27130,27370,673490,BID
2020-08-14,27160,27330,26780,26920,985710,BID
2020-08-17,26850,26920,26540,26710,631010,BID
2020-08-18,26920,26920,26500,26500,663290,BID
2020-08-19,26500,26820,26500,26640,346360,BID
2020-08-20,26640,26820,26400,26400,859310,BID
2020-08-21,26500,27090,26500,26880,1098410,BID
2020-08-24,27260,27540,27060,27370,940780,BID
2020-08-25,27540,27610,27200,27260,886570,BID
2020-08-26,27260,27260,27130,27160,831700,BID
2020-08-27,27130,27200,26920,26990,1095260,BID
2020-08-28,27260,28300,27130,27990,3032570,BID
2020-08-31,28020,28510,27990,28270,2006450,BID
2020-09-01,27950,28580,27890,28580,2124220,BID
2020-09-03,28640,29130,28440,29130,2666170,BID
2020-09-04,28510,29200,28470,29060,2001840,BID
2020-09-07,29130,29130,28020,28020,2246440,BID
2020-09-08,28160,28300,27640,28200,1261510,BID
2020-09-09,27750,28270,27680,28160,804160,BID
2020-09-10,28370,28400,27950,27950,846810,BID
2020-09-11,27950,28060,27780,27920,773230,BID
2020-09-14,27990,28160,27920,27950,931340,BID
2020-09-15,28090,28440,27890,28130,1109810,BID
2020-09-16,28230,28230,27920,27990,546300,BID
2020-09-17,28090,28370,27820,27950,1520660,BID
2020-09-18,28020,28300,27950,28300,1401990,BID
2020-09-21,28440,28640,28090,28160,1006520,BID
2020-09-22,28090,28230,27920,28090,1160730,BID
2020-09-23,28160,28920,28160,28580,2105880,BID
2020-09-24,28440,28680,28160,28230,1523780,BID
2020-09-25,28300,28370,27990,28160,1334760,BID
2020-09-28,28330,28780,28160,28510,1952000,BID
2020-09-29,28640,28960,28020,28060,2022020,BID
2020-09-30,28090,28230,27950,28160,933550,BID
2020-10-01,28160,28400,28160,28270,1157830,BID
2020-10-02,28300,28610,26570,28060,1758990,BID
2020-10-05,28300,28300,27750,27890,1567920,BID
2020-10-06,27990,28160,27820,27920,1507790,BID
2020-10-07,27890,28230,27820,27920,1177720,BID
2020-10-08,28020,28060,27470,27890,1893390,BID
2020-10-09,27820,27950,27680,27850,849330,BID
2020-10-12,28710,28960,28090,28270,3533550,BID
2020-10-13,28300,28890,28020,28470,1980740,BID
2020-10-14,28850,29650,28640,29610,6821050,BID
2020-10-15,29990,29990,29130,29160,2957800,BID
2020-10-16,29160,29820,28850,29130,2411650,BID
2020-10-19,29300,29300,28780,28920,2690250,BID
2020-10-20,28640,29330,28640,28990,1923390,BID
2020-10-21,29270,30030,29090,29230,3019940,BID
2020-10-22,29200,29650,28920,29650,1733020,BID
2020-10-23,29960,29960,29540,29540,1940000,BID
2020-10-26,29330,29680,28300,28300,3379510,BID
2020-10-27,28300,28640,28090,28090,2635960,BID
2020-10-28,27950,28090,27130,27130,2899500,BID
2020-10-29,26780,27260,26540,26680,2823190,BID
2020-10-30,26920,27060,26330,26570,1678270,BID
2020-11-02,26570,26990,26570,26850,1084730,BID
2020-11-03,26920,27260,26920,27200,1035230,BID
2020-11-04,27200,27680,27160,27440,1077740,BID
2020-11-05,27440,27440,26950,26950,1280230,BID
2020-11-06,27230,27230,26820,26950,646660,BID
2020-11-09,27230,27230,26990,27090,1187610,BID
2020-11-10,27510,27610,27200,27200,1361190,BID
2020-11-11,27200,27370,27020,27200,723840,BID
2020-11-12,27260,27470,27200,27330,1126040,BID
2020-11-13,27400,27820,27370,27820,1833350,BID
2020-11-16,27850,28160,27540,27540,1939610,BID
2020-11-17,27610,27820,27440,27820,1455550,BID
2020-11-18,27820,27850,27610,27640,1572210,BID
2020-11-19,27680,28160,27680,27890,1787480,BID
2020-11-20,28090,28470,28090,28440,2522690,BID
2020-11-23,28640,28640,27990,28370,1315280,BID
2020-11-24,28330,28370,27890,28090,1958510,BID
2020-11-25,28300,28610,27990,28510,2775000,BID
2020-11-26,28510,29400,28300,29400,4356380,BID
2020-11-27,29540,29580,29020,29300,2323620,BID
2020-11-30,29300,29330,28780,28780,1708190,BID
2020-12-01,28300,28850,28160,28780,2913470,BID
2020-12-02,28820,28990,28580,28640,1833120,BID
2020-12-03,28680,28920,28580,28710,1836790,BID
2020-12-04,28710,29200,28640,28750,2563040,BID
2020-12-07,28990,29820,28890,29680,4120830,BID
2020-12-08,29890,29890,29300,29470,2151740,BID
2020-12-09,29610,30370,29510,30230,3679830,BID
2020-12-10,30230,30920,30160,30340,3830860,BID
2020-12-11,30300,31610,30090,31610,4566950,BID
2020-12-14,31850,32130,31650,32100,2935490,BID
2020-12-15,31850,32439,31650,31820,3422380,BID
2020-12-16,31820,32750,31820,32720,3093050,BID
2020-12-17,32299,32860,32030,32030,3894580,BID
2020-12-18,32229,32790,32030,32439,2432540,BID
2020-12-21,33130,33130,32100,32750,2476240,BID
2020-12-22,32750,32750,32159,32340,2735230,BID
2020-12-23,32439,32790,32030,32159,2105620,BID
2020-12-24,32159,32299,30300,31410,3135180,BID
2020-12-25,31410,32229,31060,32159,1562900,BID
2020-12-28,32409,33130,32299,32750,3156280,BID
2020-12-29,32650,33580,32650,33370,3031270,BID
2020-12-30,33410,33680,33130,33170,1442160,BID
2020-12-31,33170,33620,32990,33620,1342380,BID
2021-01-04,33520,34010,33520,33870,1993800,BID
2021-01-05,33620,33760,33450,33620,2155700,BID
2021-01-06,33900,35520,33380,34250,3674500,BID
2021-01-07,34250,35030,34040,34320,1678500,BID
2021-01-08,34600,34600,33830,34040,2034900,BID
2021-01-11,34040,34110,33620,33870,2758800,BID
2021-01-12,33870,34390,33620,34220,2189300,BID
2021-01-13,34250,34530,33970,34010,1650200,BID
2021-01-14,34040,34390,33690,34290,1904800,BID
2021-01-15,34600,34750,34290,34290,2404700,BID
2021-01-18,34320,34390,34110,34150,1685100,BID
2021-01-19,34110,34110,31760,31760,2701100,BID
2021-01-20,31760,32640,29830,31940,2306500,BID
2021-01-21,32009,32640,31730,32640,1347000,BID
2021-01-22,32640,32670,31660,31760,2211800,BID
2021-01-25,31590,31730,31170,31310,1371900,BID
2021-01-26,31130,31130,29340,29870,1836800,BID
2021-01-27,29870,30460,28500,28990,2102100,BID
2021-01-28,27370,28080,26990,26990,2692000,BID
2021-01-29,25620,28670,25620,28010,2008200,BID
2021-02-01,28010,28780,27130,27450,1545000,BID
2021-02-02,27300,28040,27060,27620,2497300,BID
2021-02-03,28150,29130,27870,29020,1851900,BID
2021-02-04,29060,29200,28710,29130,1378500,BID
2021-02-05,29130,29550,28990,29340,1279600,BID
2021-02-08,29340,29480,27410,28150,1874900,BID
2021-02-09,28430,28920,27870,28640,1448500,BID
2021-02-17,28670,29550,28670,29550,1439000,BID
2021-02-18,29620,30530,29270,30460,2339700,BID
2021-02-19,30180,31240,30080,30950,2027200,BID
2021-02-22,30950,31240,30670,30710,1523800,BID
2021-02-23,30710,30950,30320,30880,1533100,BID
2021-02-24,30810,31020,29900,30220,1640000,BID
2021-02-25,30290,30740,29620,30150,1733200,BID
2021-02-26,30040,30670,29690,30600,1379500,BID
2021-03-01,30600,31170,30600,30950,2251400,BID
2021-03-02,31240,31310,30780,30920,2124000,BID
2021-03-03,30920,31020,30670,30740,1583800,BID
2021-03-04,30880,31060,29690,30010,2089500,BID
2021-03-05,30010,30390,29480,29760,1857200,BID
2021-03-08,30460,30460,29690,29800,1595300,BID
2021-03-09,29760,29760,29130,29380,2430700,BID
2021-03-10,29480,29620,29060,29480,2056500,BID
2021-03-11,29970,30600,29870,30390,1672400,BID
2021-03-12,30530,30670,30250,30430,2536400,BID
2021-03-15,30530,30600,30040,30180,2779700,BID
2021-03-16,30180,30320,29690,29760,2223700,BID
2021-03-17,29830,30460,29450,30390,4346500,BID
2021-03-18,30880,31800,30570,31590,5666500,BID
2021-03-19,31590,31870,31380,31590,2885400,BID
2021-03-22,31590,31590,31240,31340,2562800,BID
2021-03-23,31240,31270,30250,30670,4549300,BID
2021-03-24,30180,30390,29410,29590,3341900,BID
2021-03-25,29830,30150,29450,29660,2369000,BID
2021-03-26,29450,29760,28430,29550,2445100,BID
2021-03-29,29830,29940,29590,29870,1347900,BID
2021-03-30,30180,30220,29690,30080,2304200,BID
2021-03-31,30150,30500,30040,30150,2170100,BID
2021-04-01,30180,30880,30180,30850,3706500,BID
2021-04-02,31170,31940,30920,31590,5794100,BID
2021-04-05,32080,32220,31660,31970,5969400,BID
2021-04-06,31870,32460,31620,32110,4113800,BID
2021-04-07,32080,32110,31830,31970,2609000,BID
2021-04-08,32080,32150,31380,31450,4412400,BID
2021-04-09,31380,31450,30920,31100,4489700,BID
2021-04-12,31240,31800,30950,31410,5149300,BID
2021-04-13,31590,31660,30530,30640,3952000,BID
2021-04-14,30530,31100,30180,30880,2839300,BID
2021-04-15,30950,31020,30180,30220,3705100,BID
2021-04-16,30080,30530,29380,29480,4667300,BID
2021-04-19,29480,30250,29340,30180,3194000,BID
2021-04-20,30250,30880,30150,30320,2676100,BID
2021-04-22,30320,30320,28780,28780,2929700,BID
2021-04-23,28780,29590,28670,29480,3078200,BID
2021-04-26,29310,29480,28430,28430,3328300,BID
2021-04-27,28430,28640,28220,28320,1978500,BID
2021-04-28,28320,28710,28320,28500,1379200,BID
2021-04-29,28500,29410,28500,28780,1949100,BID
2021-05-04,28080,29340,28080,28990,2171900,BID
2021-05-05,29270,29730,29130,29410,2692200,BID
2021-05-06,29410,29410,28920,28950,2246100,BID
2021-05-07,28500,28920,28430,28530,3706600,BID
2021-05-10,28430,29130,28320,29060,3027800,BID
2021-05-11,29480,30530,29340,29550,5349300,BID
2021-05-12,29480,29970,29340,29940,3331500,BID
2021-05-13,29830,30460,29480,29900,3483900,BID
2021-05-14,30040,30180,29690,29730,2724600,BID
2021-05-17,29830,30180,29270,29340,2992400,BID
2021-05-18,29270,29270,28640,28710,3903100,BID
2021-05-19,28780,29060,28500,28710,2872100,BID
2021-05-20,28710,29410,28080,29380,3495000,BID
2021-05-21,29480,31410,29380,31410,13027500,BID
2021-05-24,31940,32570,31940,32290,6994100,BID
2021-05-25,32290,32880,31900,32780,6329600,BID
2021-05-26,32780,33060,32430,32740,7369800,BID
2021-05-27,32850,32850,31620,31870,5862300,BID
2021-05-28,32009,33480,31520,33100,7857000,BID
2021-05-31,33550,34250,33340,34180,5597900,BID
2021-06-01,34290,34390,33690,33690,4096100,BID
2021-06-02,33200,33660,33130,33270,6043600,BID
2021-06-03,33550,34750,33270,34250,6715400,BID
2021-06-04,34180,34750,33690,34390,5939600,BID
2021-06-07,34040,34110,32009,32850,5275100,BID
2021-06-08,32920,33130,31380,31450,5685400,BID
2021-06-09,31590,32080,30880,31900,4454300,BID
2021-06-10,31900,32009,30810,30810,4463400,BID
2021-06-11,30880,31760,30530,31730,6390300,BID
2021-06-14,31940,32009,31340,31520,3394300,BID
2021-06-15,31410,31690,30880,31520,3257000,BID
2021-06-16,31380,32780,31020,31800,4217600,BID
2021-06-17,31310,32530,31310,32220,3579300,BID
2021-06-18,32460,32640,32080,32390,3200200,BID
2021-06-21,32220,32290,31480,31590,4237600,BID
2021-06-22,31800,31900,31520,31590,2781900,BID
2021-06-23,31520,32570,31520,31870,2574200,BID
2021-06-24,31870,32220,31590,31730,2110700,BID
2021-06-25,31660,32290,31380,31970,2572300,BID
2021-06-28,32290,33060,32040,32920,6685100,BID
2021-06-29,32990,33620,32710,32920,3945700,BID
2021-06-30,32920,33310,32880,33170,4001800,BID
2021-07-01,33340,33450,32880,33200,4601600,BID
2021-07-02,33340,33520,32920,33030,4204700,BID
2021-07-05,33030,33030,31730,32740,3489500,BID
2021-07-06,32920,34110,30880,30880,6222400,BID
2021-07-07,31240,32040,30600,31940,3943600,BID
2021-07-08,31940,32390,31550,32150,2127400,BID
2021-07-09,31730,32290,30880,31520,3587800,BID
2021-07-12,31310,31310,29340,29480,6021800,BID
2021-07-13,29830,30010,29160,29760,1982500,BID
2021-07-14,29850,29980,28800,29910,1788900,BID
2021-07-15,29530,30300,29500,29980,1793200,BID
2021-07-16,30060,30200,29850,29850,1416400,BID
2021-07-19,28870,29430,27850,27850,2960800,BID
2021-07-20,27880,28800,27320,28800,2713600,BID
2021-07-21,29070,29070,28440,28580,1157700,BID
2021-07-22,28510,28870,28510,28800,1700900,BID
2021-07-23,28720,29140,28240,28240,1799400,BID
2021-07-26,28090,28330,27740,28090,1436600,BID
2021-07-27,28370,28650,28200,28240,1428900,BID
2021-07-28,28240,28440,28090,28440,1233300,BID
2021-07-29,28650,28800,28510,28800,1179900,BID
2021-07-30,29010,29040,28760,28870,2031500,BID
2021-08-02,29500,30160,29500,29890,3954300,BID
2021-08-03,29710,30450,29570,30450,2765600,BID
2021-08-04,30480,30550,29980,30200,2140000,BID
2021-08-05,29910,30550,29710,30160,2116600,BID
2021-08-06,30160,30480,29910,30130,1868300,BID
2021-08-09,29890,30300,29750,30300,1743800,BID
2021-08-10,30380,30550,30230,30410,1867400,BID
2021-08-11,30410,30970,30130,30270,2739100,BID
2021-08-12,30450,30480,30060,30060,1709400,BID
2021-08-13,29950,30200,29350,29890,2309600,BID
2021-08-16,29750,30550,29500,30410,3286300,BID
2021-08-17,30620,30620,30060,30160,1565300,BID
2021-08-18,30130,30200,29850,29950,1514500,BID
2021-08-19,29910,29910,29600,29850,1803900,BID
2021-08-20,29910,30130,28090,28440,4363500,BID
2021-08-23,28440,28650,27600,27600,2742300,BID
2021-08-24,27600,27880,27320,27670,2540900,BID
2021-08-25,27740,27780,27390,27700,1103600,BID
2021-08-26,27850,27850,26680,27110,2045600,BID
2021-08-27,27040,27390,26550,27180,1906500,BID
2021-08-30,27390,27740,27250,27700,1410200,BID
2021-08-31,27810,27810,27360,27360,1814800,BID
2021-09-01,27250,27460,27150,27390,1357900,BID
2021-09-06,27430,27740,27360,27460,1364600,BID
2021-09-07,27600,28240,27490,27880,1709800,BID
2021-09-08,28240,28370,27740,27810,1420900,BID
2021-09-09,27810,27950,27780,27950,839800,BID
2021-09-10,28090,28090,27810,27850,793800,BID
2021-09-13,27850,27850,27390,27490,1734700,BID
2021-09-14,27460,27490,27110,27180,1415300,BID
2021-09-15,27110,27390,27110,27250,1055100,BID
2021-09-16,27460,27740,27430,27670,1465600,BID
2021-09-17,27810,28410,27810,28090,1784100,BID
2021-09-20,28130,28300,28020,28020,1957000,BID
2021-09-21,27740,27950,27530,27850,1524100,BID
2021-09-22,27810,28020,27460,27810,1267800,BID
2021-09-23,27950,28020,27700,27700,1084600,BID
2021-09-24,27740,27950,27700,27880,964900,BID
2021-09-27,27880,28170,27530,27670,1210800,BID
2021-09-28,27670,28330,27530,28170,2187700,BID
2021-09-29,28130,28130,27600,28020,1183100,BID
2021-09-30,27990,28090,27630,27700,1097300,BID
2021-10-01,27600,27700,27250,27250,1658100,BID
2021-10-04,27290,27810,27040,27320,1055100,BID
2021-10-05,27390,27780,27390,27600,730100,BID
2021-10-06,27740,28090,27600,27670,813300,BID
2021-10-07,27670,27740,27490,27490,1021500,BID
2021-10-08,27490,27670,27490,27530,978100,BID
2021-10-11,27810,28090,27670,28090,1760100,BID
2021-10-12,28240,28620,28130,28260,1985900,BID
2021-10-13,28300,28410,27810,28020,1423600,BID
2021-10-14,28020,28060,27780,27780,1060700,BID
2021-10-15,27780,27990,27740,27740,1104900,BID
2021-10-18,27740,28130,27390,27600,1795500,BID
2021-10-19,27600,28480,27390,28130,2212300,BID
2021-10-20,28130,28240,27600,27920,1079600,BID
2021-10-21,27920,28020,27740,27740,632200,BID
2021-10-22,27740,27880,27600,27600,1054900,BID
2021-10-25,27810,27810,27530,27530,889700,BID
2021-10-26,27530,27670,27490,27530,547200,BID
2021-10-27,27560,28060,27560,28020,1412900,BID
2021-10-28,28090,28240,27880,27990,1237100,BID
2021-10-29,28090,29280,28020,29140,3730300,BID
2021-11-01,29500,29570,29210,29350,3293200,BID
2021-11-02,29350,29850,29210,29460,1527700,BID
2021-11-03,29710,30970,29500,30230,5601700,BID
2021-11-04,30300,31080,29980,30900,4380200,BID
2021-11-05,30900,31180,30380,30620,1940900,BID
2021-11-08,30620,31180,30300,30830,2686800,BID
2021-11-09,30900,31010,30200,30200,2541000,BID
2021-11-10,30270,30550,29750,30200,2138500,BID
2021-11-11,30480,30550,29640,30060,2441800,BID
2021-11-12,29750,30410,29750,30340,1878000,BID
2021-11-15,30450,30550,29500,30060,1523300,BID
2021-11-16,29980,30270,29820,30060,1266900,BID
2021-11-17,29950,30760,29820,30620,2444800,BID
2021-11-18,30900,31530,30480,31250,3510800,BID
2021-11-19,31290,32340,29500,31180,4055100,BID
2021-11-22,31180,32439,30900,31990,4942900,BID
2021-11-23,31950,31950,31040,31400,1795000,BID
2021-11-24,31560,32369,31320,32340,4127600,BID
2021-11-25,32580,32580,31810,31850,2686800,BID
